ISO_Code,Year,EFW,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation,RGDP Per Capita,RGDP Per Capita Lag,Log RGDP Per Capita,Log RGDP Per Capita Lag,North America
ALB,2002-01-01,-0.5156904787960146,-0.13181871909935428,0.02442970104050879,-2.783634830944898,0.007486146811526595,0.30508530821214386,-382.0,-398.0,-0.06291175246571257,-0.061591245232369474,0
ALB,2001-01-01,-0.1937781159497689,-0.42748759980398,-0.17771820699274876,0.04067763580690276,-0.20449604624611784,-0.19986636251290335,-309.0,-382.0,-0.05395390682256185,-0.06291175246571257,0
DZA,2014-01-01,0.3421943433726309,0.7835294117647074,-0.20567868245528764,0.35015461232110745,0.654555320121089,0.12841105511154183,-260.0,-327.0,-0.018740637850518382,-0.023082019983515778,0
DZA,2013-01-01,0.03149346478629855,0.052289603499144466,-0.004644396412246898,-0.03208768677087903,0.2326851300836914,-0.0907753264682194,-250.0,-260.0,-0.018357223036666426,-0.018740637850518382,0
DZA,2012-01-01,-0.16389832087871525,-0.5823529411764707,-0.4235783437381486,-0.17409095211059622,0.4111152712749302,-0.050584638643292656,-115.0,-250.0,-0.008558828713750799,-0.018357223036666426,0
DZA,2011-01-01,-0.00694466459161891,-0.06834823529411693,-0.43605883219681996,0.1264879848497884,0.3829072167189045,-0.03971145703584433,-175.0,-115.0,-0.013166499500536943,-0.008558828713750799,0
DZA,2010-01-01,0.16355795424043418,0.4494841499598232,0.35725230952828557,0.051396140959924175,0.09913485220448681,-0.13947768145035333,-112.0,-175.0,-0.008518457352012732,-0.013166499500536943,0
DZA,2009-01-01,0.12612427606475052,-0.30907244155552416,0.32677612617308727,-0.1612726210708404,0.3081916923325503,0.46599862444448004,-212.0,-112.0,-0.01632563596272618,-0.008518457352012732,0
DZA,2008-01-01,-0.0067593304629776085,-0.034027511163901014,-0.10557705155595531,0.6011888680069237,-0.3460233174979308,-0.1493576401040242,30.0,-212.0,0.0023264841823440463,-0.01632563596272618,0
DZA,2007-01-01,0.1594772665658697,0.33154770335594197,0.21863086339332494,-0.12254555743091267,0.31771997963827303,0.05203334387272207,-68.0,30.0,-0.005281155486693834,0.0023264841823440463,0
DZA,2006-01-01,0.1725632389662941,0.08648751764193285,0.4353316313128106,0.08883112782906544,0.04213233229208857,0.21003358575557396,-203.0,-68.0,-0.015933777706868213,-0.005281155486693834,0
DZA,2005-01-01,-0.10305752693725534,0.3719944510906208,0.01675754228898363,-0.07316379047929189,-0.1303833536074217,-0.7004924839791711,-20.0,-203.0,-0.0015836569942155876,-0.015933777706868213,0
DZA,2004-01-01,-0.5043488354986732,-0.35750993931858277,-1.2084535528718492,-0.5150143107785752,-0.30967988704600025,-0.13108648747835527,-531.0,-20.0,-0.04299038970033564,-0.0015836569942155876,0
DZA,2003-01-01,-0.16622545669652933,-0.503866846127023,-0.2159037852258736,0.18812613757375196,-0.1880733905130203,-0.11140939919048609,-326.0,-531.0,-0.027339228932673265,-0.04299038970033564,0
DZA,2002-01-01,-0.03272852819828831,0.2779974521904358,-0.01253973694569721,-0.0988834137335477,-0.17453511080751394,-0.15568183169511407,-633.0,-326.0,-0.05531968204647697,-0.027339228932673265,0
DZA,2001-01-01,0.024539832956470775,0.4083683736793047,0.00955077699617446,-0.1958353665418784,-0.20087016527994273,0.10148554592869097,-439.0,-633.0,-0.04024558895433472,-0.05531968204647697,0
AGO,2014-01-01,-0.6012517670543076,-2.0722111054902514,0.03338747788416141,-0.09572757644388563,-0.07021367521367594,-0.8014939560078851,-16.0,236.0,-0.0018431061547499183,0.02753644991027926,0
AGO,2013-01-01,0.07413290019368635,-0.4072967635493505,-0.0033848050629972093,-0.06197517865054358,0.8695456323369752,-0.026224384105653087,-165.0,-16.0,-0.01920785436432837,-0.0018431061547499183,0
AGO,2012-01-01,0.2935483468462392,0.9822124053427936,0.31261134507763844,-0.1693231958205237,0.19219305774467,0.15004812188661987,-318.0,-165.0,-0.03809299947301348,-0.01920785436432837,0
AGO,2011-01-01,-0.10945395702152005,0.03506120153866199,0.282713106237928,-0.8866864853615963,0.06896321307125142,-0.04732082059384446,-174.0,-318.0,-0.021474353522469514,-0.03809299947301348,0
AGO,2010-01-01,0.11395690352826726,-0.09668287409602883,0.08729320392811024,-0.10152586408854614,-0.020766666666666822,0.7014667185644665,-76.0,-174.0,-0.0095262690834641,-0.021474353522469514,0
AGO,2009-01-01,-0.0148984517858608,1.3662751574533774,-0.050091878314067806,-0.33196748375120233,-0.37798627440313304,-0.6807217799142808,-40.0,-76.0,-0.005050515786068743,-0.0095262690834641,0
AGO,2008-01-01,-0.3770861681264961,-1.797573529411764,0.03130568550795099,-0.20542258819601766,-0.12386870550104412,0.21012829696839574,36.0,-40.0,0.0045466105095961495,-0.005050515786068743,0
AGO,2007-01-01,-0.00043829917381632555,-0.0681518145242821,-0.08491544859347533,-0.5795095857824091,0.42748589293814554,0.3028994600929362,-763.0,36.0,-0.10108539283827334,0.0045466105095961495,0
AGO,2006-01-01,-0.09723313871719874,0.10368566779508015,-0.02271969674960639,-0.39212855037436967,0.043487747494656226,-0.21849086175174826,-1149.0,-763.0,-0.17457248664670644,-0.10108539283827334,0
AGO,2005-01-01,-0.8808492482565855,-0.6900486148997738,-0.3976580749828664,-2.7990306780656065,0.05931623931623964,-0.5768251126509236,-888.0,-1149.0,-0.15947692410993142,-0.17457248664670644,0
ARG,2014-01-01,-0.44178306614624496,-0.12924098999764766,-0.08685804504400929,-1.6782352538025265,-0.1778053688835608,-0.13677567300347615,-319.0,627.0,-0.01649255425872731,0.03267872927783877,0
ARG,2013-01-01,0.3758079313074356,0.17116002170760325,-0.11631910593310524,1.470541185389778,0.24831035708338778,0.10534719828951289,690.0,-319.0,0.0353375563919478,-0.01649255425872731,0
ARG,2012-01-01,0.20785205001389073,0.2516843439629568,0.3707404429126604,0.3277163679366053,-0.14481780765962027,0.2339369029168541,-274.0,690.0,-0.01388348201942513,0.0353375563919478,0
ARG,2011-01-01,0.5235934572884373,0.16633278530208706,0.18732680447786354,0.4983816487595254,2.0026753176970984,-0.23674926979438737,404.0,-274.0,0.020403717778393116,-0.01388348201942513,0
ARG,2010-01-01,0.002044223398963041,0.3075656526174013,0.06278573377043983,-0.48633522388441364,0.4204993470529228,-0.29429439256153334,-935.0,404.0,-0.047870724962537636,0.020403717778393116,0
ARG,2009-01-01,0.2351819253181624,-0.020938997862783637,0.02389972107633387,0.438722072523257,0.2832848238607557,0.4509420069932437,-1578.0,-935.0,-0.0863822483120682,-0.047870724962537636,0
ARG,2008-01-01,0.04899909395973623,-0.17493497367221789,0.02856433214258125,-0.1303534807268889,0.34960244827468223,0.1721171437805218,1289.0,-1578.0,0.07110993519555997,-0.0863822483120682,0
ARG,2007-01-01,0.17162764904384886,0.6374046628925818,-0.0889498400767188,0.20927017939066683,-0.006084241873034912,0.10649748488575561,-553.0,1289.0,-0.029890078152135402,0.07110993519555997,0
ARG,2006-01-01,-0.10495155192247285,0.5547401643589716,-0.034013690428253085,-0.9357381290272277,-0.08854158529853162,-0.021204519217329576,-1350.0,-553.0,-0.07695665181184275,-0.029890078152135402,0
ARG,2005-01-01,-0.0960879526362346,0.0747075876436547,0.05982826347588066,-0.725446954112039,-0.24605731674761966,0.35652865655895916,-1100.0,-1350.0,-0.06740269640181218,-0.07695665181184275,0
ARG,2004-01-01,0.2753169174972001,0.46144607492444756,-0.07048300735191049,0.7507102098801939,0.32142271586197246,-0.08651140582870731,-1126.0,-1100.0,-0.07404946239720367,-0.06740269640181218,0
ARG,2003-01-01,-0.12668681315022212,-0.04265411884332604,-0.3195715481374637,-0.19292331771585491,0.0849230796085525,-0.16320816066301802,-1068.0,-1126.0,-0.07569494877147598,-0.07404946239720367,0
ARG,2002-01-01,0.11188069718647942,-0.1607613111278301,-0.22694173680732233,1.0088101771539577,0.13683829338116205,-0.19854193666757336,-973.0,-1068.0,-0.0743345420005106,-0.07569494877147598,0
ARG,2001-01-01,0.5500324388759097,0.23007864553317692,0.21624567739621048,2.4397996880776134,0.27008416860318096,-0.4060459852306293,1689.0,-973.0,0.12570882265356964,-0.0743345420005106,0
ARM,2014-01-01,0.09941628961337745,0.5550683309791333,-0.21692225071727922,-0.12295316312073723,0.16593636545027302,0.11595216547550447,-307.0,-38.0,-0.03104865878835028,-0.003776965030709789,0
ARM,2013-01-01,-0.02900279753767787,0.23188020923205066,0.05225611125720597,-0.1816620321969502,-0.3083537053326406,0.060865429351949274,-350.0,-307.0,-0.03661496878569004,-0.03104865878835028,0
ARM,2012-01-01,-0.009515807599312254,0.23921568920333414,0.1663189401223395,0.1646430127617382,-0.743088690249663,0.12533201016568274,-308.0,-350.0,-0.03336892849398332,-0.03661496878569004,0
ARM,2011-01-01,-0.038433272062313506,0.08510811042176591,0.03678292234654901,-0.19237107147971777,0.04928393425183586,-0.1709702558519952,-612.0,-308.0,-0.06980372595939066,-0.03336892849398332,0
ARM,2010-01-01,-0.1310346997998808,-0.4295576214136876,-0.25792463441127556,0.030258372179838844,0.22709325689440885,-0.2250428722486859,-386.0,-612.0,-0.04667191308752727,-0.06980372595939066,0
ARM,2009-01-01,-0.01599051996494527,0.169362681290103,-0.010799883816334344,0.2581705072229834,0.0221917982444797,-0.5188777027659608,-180.0,-386.0,-0.02253193331528891,-0.04667191308752727,0
ARM,2008-01-01,0.08904974390863174,0.5057140567398619,0.05629328408773837,-0.5548130150693282,0.013420303915333776,0.42463408986954576,1295.0,-180.0,0.15181492820175357,-0.02253193331528891,0
ARM,2007-01-01,-0.1262561124162378,-0.7290481215321893,0.1075445823207195,0.09760134948410837,-0.11891189584657003,0.011533523492746056,-603.0,1295.0,-0.06783595372811746,0.15181492820175357,0
ARM,2006-01-01,0.0057248206056303985,-0.07198088952727488,-0.08645563755852592,0.45264298944579906,-0.2546339400946831,-0.010948419237166718,-1044.0,-603.0,-0.12956501035318801,-0.06783595372811746,0
ARM,2005-01-01,-0.1333032529597915,-0.01089181657188476,-0.06503332784723881,-0.22303694078421366,-0.19820071830800856,-0.16935346128761175,-887.0,-1044.0,-0.12503064875043357,-0.12956501035318801,0
ARM,2004-01-01,-0.012387077023456428,0.10619824848844317,-0.45177556362055427,-0.0954490467691187,0.22194969343920068,0.1571412833447523,-828.0,-887.0,-0.13275948984593988,-0.12503064875043357,0
AUS,2014-01-01,0.022032221262557883,-0.027141538774563934,0.027488456566603148,-0.095323324766305,0.12006239116018946,0.08507512212687729,-490.0,-488.0,-0.010184657372835915,-0.010041030022001962,0
AUS,2013-01-01,-0.10775579670468183,0.13073259905269197,-0.14751301936309957,-0.012429588831047056,-0.1418312153435588,-0.36773775903840544,-617.0,-490.0,-0.012973677770316883,-0.010184657372835915,0
AUS,2012-01-01,0.10351904220633124,0.30464886647025935,-0.10827412618108578,0.26259791407128397,0.1456544086656093,-0.08703185199441066,-251.0,-617.0,-0.005326329051786871,-0.012973677770316883,0
AUS,2011-01-01,0.053799817130864014,0.02040687360003801,0.23905854629909928,-0.10811038430223441,-0.048888087927350554,0.1665321379847633,-867.0,-251.0,-0.018619472524273206,-0.005326329051786871,0
AUS,2010-01-01,0.021475332288455107,-0.027369770796601856,0.07985076261511992,0.06556261488020532,-0.14168952331196483,0.13102257805552142,-448.0,-867.0,-0.009758725175331051,-0.018619472524273206,0
AUS,2009-01-01,-0.032481727535198957,-0.4335699384671132,0.02335158672134341,0.15128985473107548,-0.005246343330281178,0.10176620266897629,-437.0,-448.0,-0.00961175758279964,-0.009758725175331051,0
AUS,2008-01-01,0.10171070903287394,0.5398385712608302,0.06840011057299478,-0.19799265533204213,-0.041991219080689035,0.14029873774328117,13.0,-437.0,0.00028727059983069125,-0.00961175758279964,0
AUS,2007-01-01,0.09248296210669693,0.04262125033624464,0.2335991033613496,0.07623079237293062,0.07042410151648326,0.03953956294647121,-115.0,13.0,-0.0025441084459494334,0.00028727059983069125,0
AUS,2006-01-01,-0.0329088678209839,-0.06815837104762323,0.015771683954939775,-0.038970274393395954,-0.0378017048773609,-0.035385672741467644,-1144.0,-115.0,-0.02566717082671488,-0.0025441084459494334,0
AUS,2005-01-01,-0.062011389771639,-0.3103030006408787,0.05303841391427255,-0.022922590799730358,-0.023064921567742758,-0.0068048497641264305,-500.0,-1144.0,-0.011428434596572501,-0.02566717082671488,0
AUS,2004-01-01,-0.1627795189722665,-0.19071386398443657,-0.342451584228634,-0.08491043137176035,0.007280205859021116,-0.2031019211355094,-790.0,-500.0,-0.018327428036435833,-0.011428434596572501,0
AUS,2003-01-01,0.03226029486274484,0.025612831818007997,0.13938943108813184,-0.07964249847135463,0.133713309401025,-0.05777159952209665,-1167.0,-790.0,-0.027703391757700757,-0.018327428036435833,0
AUS,2002-01-01,-0.019958033991258617,0.007222060122756169,0.10353493573199124,-0.06656868776591196,-0.031085867957359348,-0.11289261008777096,-752.0,-1167.0,-0.018267122789163537,-0.027703391757700757,0
AUS,2001-01-01,-0.013880967663931543,-0.04012712040479194,0.039243163771555345,0.12312282419328291,0.21053477678414811,-0.40217848266385037,-1119.0,-752.0,-0.027815128188807492,-0.018267122789163537,0
AUT,2014-01-01,0.03477006897587387,0.036663926109234524,0.040064289129613684,-0.004501126699286928,0.20015869946010945,-0.09853544312029872,44.0,-151.0,0.0010649628269572275,-0.003650036080802721,0
AUT,2013-01-01,-0.04738103404500116,0.008115335198096041,-0.05284585790892926,0.01594564993518688,-0.5062338339103549,0.29811353646098837,37.0,44.0,0.0008946599075816408,0.0010649628269572275,0
AUT,2012-01-01,-0.007574534266756139,0.09829063333443955,-0.008119499331845859,-0.09036695602836176,-0.03285047940698593,-0.0048263699010107075,190.0,37.0,0.004581633285825504,0.0008946599075816408,0
AUT,2011-01-01,0.02981277726048681,0.011228564593628754,0.010318726097896302,0.04808930081856033,0.05744295166642566,0.021984343125912353,-119.0,190.0,-0.002867091867756244,0.004581633285825504,0
AUT,2010-01-01,-0.01641363600661805,-0.2923494639843742,0.07546999860229242,0.056294960983475306,0.06474558074886438,0.013770743616656311,-996.0,-119.0,-0.02432473161079507,-0.002867091867756244,0
AUT,2009-01-01,0.039536709728934305,-0.04239715903850172,0.15723541492408266,-0.06449299775280615,0.1258312380081108,0.021507052503781487,-669.0,-996.0,-0.016677232134203024,-0.02432473161079507,0
AUT,2008-01-01,0.05155866073014437,0.17627716329828758,0.13799059564675176,-0.033946308565539596,0.0005915350366976213,-0.023119681765477296,1679.0,-669.0,0.04133969563733508,-0.016677232134203024,0
AUT,2007-01-01,0.11134769674298983,0.07314621782850939,0.28604224854662696,0.014565881982388618,0.1141168416675793,0.06886729368984135,-504.0,1679.0,-0.012230787295061774,0.04133969563733508,0
AUT,2006-01-01,0.02040456667741264,0.02211787151644895,0.05561411145712292,-0.022970398884773147,0.016296294328643768,0.03096495496962337,-1303.0,-504.0,-0.03233171245106625,-0.012230787295061774,0
AUT,2005-01-01,-0.013187600572530656,0.035634886538143284,-0.04226940706137583,0.019682123372396276,-0.016297352531452702,-0.06268825318036253,-1095.0,-1303.0,-0.028003006084228232,-0.03233171245106625,0
AUT,2004-01-01,0.04910059826847579,-0.03324277567287659,-0.30903948345055277,0.06566071315462274,0.5105667720493514,0.01155776526183594,-550.0,-1095.0,-0.0143669372926567,-0.028003006084228232,0
AUT,2003-01-01,0.04213132087681615,-0.03102718784603553,0.039435866002556,0.0300125436220835,0.08308826287905902,0.08914711972641776,-771.0,-550.0,-0.020493773259971704,-0.0143669372926567,0
AUT,2002-01-01,-0.12398037440093646,-0.2961027693210294,-0.1613946441999481,-0.02202702487494257,-0.0607050008620984,-0.07967243274666913,-99.0,-771.0,-0.0026621864462441636,-0.020493773259971704,0
AUT,2001-01-01,0.000987597225527992,0.04697012950183055,0.17188208581952757,-0.05079967648708639,0.1818049323626738,-0.3449194850692985,-425.0,-99.0,-0.011509788406945276,-0.0026621864462441636,0
AZE,2014-01-01,0.035727511118732735,0.015158319193408154,-0.09609438882197452,0.13794872444490736,-0.01792426931426938,0.13954917009159118,-21.0,815.0,-0.0012034730241321512,0.047802679384467694,0
AZE,2013-01-01,-0.1777913342374342,0.0169828022090579,-0.006419954252708138,-0.6782177811375671,-0.18192969187715757,-0.03937204612879164,-306.0,-21.0,-0.017702649036488438,-0.0012034730241321512,0
AZE,2012-01-01,0.08155050803110786,-0.284671777870642,0.7280636488948922,0.09334732689046898,-0.12620159922094754,-0.0027850585382296345,-774.0,-306.0,-0.04622822373880098,-0.017702649036488438,0
AZE,2011-01-01,-0.16041170567676133,0.049635102090841876,-0.12579791880342128,-0.40600262933762643,-0.24775969356043337,-0.07213338877317454,-183.0,-774.0,-0.011249542333919393,-0.04622822373880098,0
AZE,2010-01-01,-0.15183074329118185,-0.49409656759231524,-0.07938486932554412,-0.20263645159416388,-0.05674516140630281,0.0737093334624177,151.0,-183.0,0.009291516865912897,-0.011249542333919393,0
AZE,2009-01-01,0.12729910082227214,0.21775378711038762,-0.03358618536484581,0.3246360391050933,-0.06276999759540036,0.19046186085613037,-611.0,151.0,-0.03814087744781425,0.009291516865912897,0
AZE,2008-01-01,0.06589048951279874,0.19488219265907958,0.4466430159993493,-0.2738837464602115,0.011923848623245803,-0.05011286325747477,-1186.0,-611.0,-0.07846382411402253,-0.03814087744781425,0
AZE,2007-01-01,-0.0354213481396215,-0.2593797082865841,-0.021201795705962034,0.4115680034611451,0.023595451140081103,-0.331688691306784,-1277.0,-1186.0,-0.09199153568365048,-0.07846382411402253,0
AZE,2006-01-01,-0.010372379385080954,0.3700000000000001,-0.5432173465024421,0.8754668145904905,-0.3485007904747315,-0.40561057453872174,-2536.0,-1277.0,-0.21239267616768132,-0.09199153568365048,0
AZE,2005-01-01,-0.09162955975371734,0.017364717808056263,0.05505945892462982,-0.33596674249217884,-0.019038940758105305,-0.17556629225098774,-2664.0,-2536.0,-0.285786572917452,-0.21239267616768132,0
AZE,2004-01-01,0.1220044816443906,0.32058205498139714,-0.09869681165969002,0.3783223946265837,-0.12360924032456033,0.13342401059822073,-1619.0,-2664.0,-0.2244482639965728,-0.285786572917452,0
BHR,2014-01-01,0.06600276325061394,0.42948134609526534,-0.2558034080011664,-0.06258310180286664,0.15105792171121646,0.06786105825061739,-684.0,-595.0,-0.017040346558488295,-0.014590565478371786,0
BHR,2013-01-01,-0.03477939221806192,-0.014345800949591592,-0.1850694401751145,-0.4078296728572255,0.0980450216487121,0.3353029312429179,-1306.0,-684.0,-0.03336537976560727,-0.017040346558488295,0
BHR,2012-01-01,-0.013910953565403616,-0.12945929602107586,0.01374513345370687,-0.10608073809023999,0.025471597695287507,0.12676853513530162,-1544.0,-1306.0,-0.04093782315246486,-0.03336537976560727,0
BHR,2011-01-01,0.24316459327866546,0.48235294117647065,0.39431560802787935,-0.05979460135772463,0.18882790426624663,0.21012111428045444,-577.0,-1544.0,-0.015739335564859402,-0.04093782315246486,0
BHR,2010-01-01,-0.10805763149887504,-0.23723994229844525,0.1435443157205949,-0.1535621229362718,0.08880249930880435,-0.3818329072890485,555.0,-577.0,0.015143742932602677,-0.015739335564859402,0
BHR,2009-01-01,-0.030066228475199352,0.2174399363355768,-0.1806546051720197,-0.13185675208814907,-0.056002778409289355,0.0007430569578783519,374.0,555.0,0.010077145145602984,0.015143742932602677,0
BHR,2008-01-01,0.1862082147907662,0.21470277916699487,0.043394545275607044,0.8293023275479321,-0.16339479043969085,0.007036212402988795,1719.0,374.0,0.04505419925309262,0.010077145145602984,0
BHR,2007-01-01,0.09064826130812254,0.19744772188866744,-0.06060586516904287,0.031233811398609035,0.14427382495405539,0.14089181346832014,898.0,1719.0,0.02275301479284053,0.04505419925309262,0
BHR,2006-01-01,-0.2278072013143717,-0.591301649556419,-0.20340562087624736,-0.1000138275002822,-0.02021382184738485,-0.22410108679152785,300.0,898.0,0.007487306616070555,0.02275301479284053,0
BHR,2005-01-01,-0.1339182072116616,0.28729232561501306,-0.3554892868521007,-0.2041491024114599,-0.18233671564876097,-0.21490825676099412,773.0,300.0,0.019037873808981587,0.007487306616070555,0
BHR,2004-01-01,-0.05013376658282098,0.026239799805495956,-0.05473081483298259,-0.09344037773123404,-0.05612215989494551,-0.07261528026043962,210.0,773.0,0.005109997492727558,0.019037873808981587,0
BHR,2003-01-01,0.03461278963422654,-0.4467060270317216,0.1969328894325768,0.058595262221333044,0.30444222799742615,0.05979959555151737,-343.0,210.0,-0.008359887340123606,0.005109997492727558,0
BHR,2002-01-01,-0.06462584098095903,-0.36387048842292025,0.038089353827071015,-0.009582174717353453,-0.019529826688998497,0.03176393109739983,-503.0,-343.0,-0.012387337789125041,-0.008359887340123606,0
BHR,2001-01-01,-0.02116434949076762,0.13924275847919887,-0.02791010777428582,0.03148351621038792,-0.03182309420085172,-0.2168148201682829,404.0,-503.0,0.009961371420505571,-0.012387337789125041,0
BGD,2014-01-01,-0.005530220141650943,0.07387867223411071,-0.2775345665010893,-0.008367984983685517,0.06746202702649029,0.1169107515159169,-185.0,-202.0,-0.05591424571677983,-0.05768084577242227,0
BGD,2013-01-01,0.06931213329098007,-0.004147494333457402,-0.006719619925194653,-0.26683123479587145,0.690282676134756,-0.06602366062532461,-160.0,-185.0,-0.05101520534819137,-0.05591424571677983,0
BGD,2012-01-01,-0.1808581404031786,-0.2149825635482827,0.20211389456915851,-0.03852451038890781,-0.6805650814387185,-0.17233244120913938,-143.0,-160.0,-0.0479073351356849,-0.05101520534819137,0
BGD,2011-01-01,0.08515122151228827,0.17848575585524884,0.29970747762069827,-0.22735875803153327,0.00976489246204526,0.16515673965498134,-142.0,-143.0,-0.04995762644535606,-0.0479073351356849,0
BGD,2010-01-01,0.016734219281789642,0.01851258214457374,0.03867214543132347,-0.005216998638355008,-0.018274876003952834,0.04997824347535573,-140.0,-142.0,-0.05182506786458596,-0.04995762644535606,0
BGD,2009-01-01,0.0086588240091654,0.0009299761203660495,-0.006502649892126566,0.2520359899392206,-0.10436433293776393,-0.09880486318387316,-121.0,-140.0,-0.04706293328762268,-0.05182506786458596,0
BGD,2008-01-01,-0.21187137954763013,-0.20881816344496684,-0.41577671901942237,-0.34902265940853106,0.05191311666807863,-0.1376524725333068,-101.0,-121.0,-0.04105433267288472,-0.04706293328762268,0
BGD,2007-01-01,-0.008492929111667102,0.025998120840256433,-0.09600449104839237,-0.007861351818462481,0.10029338706448954,-0.06489031059621997,-103.0,-101.0,-0.04367876831094719,-0.04105433267288472,0
BGD,2006-01-01,0.049782561351806365,0.00964427747300789,0.043840010817667086,0.2250402731857193,0.019710852852509397,-0.04932260756987805,-116.0,-103.0,-0.0515899185782871,-0.04367876831094719,0
BGD,2005-01-01,-0.13919433114500102,-0.20401860051164533,-0.16966902855963362,0.044693017736857854,-0.33692258521420104,-0.030054459176386494,-115.0,-116.0,-0.05391509530968719,-0.0515899185782871,0
BGD,2004-01-01,-0.3159975588392214,-0.4605090607458715,-0.43182922525045386,0.09114788206073321,-0.18432036600237467,-0.5944770242581363,-97.0,-115.0,-0.047851298683213805,-0.05391509530968719,0
BGD,2003-01-01,0.104484339562541,0.047464213916820874,0.0016038361795560618,0.15309710476691762,0.22678118479010845,0.09347535815930375,-88.0,-97.0,-0.04548587694410777,-0.047851298683213805,0
BGD,2002-01-01,0.06301218742262904,-0.02673500150659791,0.255524411007074,0.03945117167709,-0.06781372750358994,0.11463408343916548,-76.0,-88.0,-0.04102032195950667,-0.04548587694410777,0
BGD,2001-01-01,-0.06586887813620823,0.0,-0.12988168502605868,0.04280691228049527,-0.05323756936313462,-0.18903204857233824,-57.0,-76.0,-0.03190866845382878,-0.04102032195950667,0
BEL,2014-01-01,0.16284157376161357,0.03853801573300686,0.5567986162652918,0.06618039848729929,0.1725040143302703,-0.019813176007791533,-341.0,-197.0,-0.008880613593914788,-0.005094728806236404,0
BEL,2013-01-01,-0.22399922734102962,0.023273830495281977,-0.6782985016397429,0.051799837294662865,-0.3988080835291026,-0.11796321932625098,-491.0,-341.0,-0.012927185879087588,-0.008880613593914788,0
BEL,2012-01-01,-0.02118635252186163,-0.05982860078935648,-0.04711504003630296,-0.13253973303828204,-0.010757082808106944,0.14430869406274205,169.0,-491.0,0.004468365379263872,-0.012927185879087588,0
BEL,2011-01-01,0.0234778443771404,0.0019345141332181015,0.010533861750493756,0.017431117770582816,0.1066052668753521,-0.01911553864395099,224.0,169.0,0.005891962965364428,0.004468365379263872,0
BEL,2010-01-01,0.05151990995011868,0.051045039269113524,-0.15332653770964821,0.027150600931225455,0.06463172479651114,0.2680987224633977,-339.0,224.0,-0.008930394831198285,0.005891962965364428,0
BEL,2009-01-01,-0.0940889027466989,-0.06457489020979157,-0.03034674960512529,-0.05111914075419577,0.029818645766066965,-0.3542223789304435,-691.0,-339.0,-0.018454009424885953,-0.008930394831198285,0
BEL,2008-01-01,0.046733375733947646,0.23048769674930103,0.22816125200403103,-0.16326890979077469,-0.06142808081824391,-0.000285079474585892,1174.0,-691.0,0.031153844874484804,-0.018454009424885953,0
BEL,2007-01-01,0.07689161859906601,0.08497080297193005,0.12831999097601088,0.0952746282381014,0.0585386830107506,0.017353987798534476,18.0,1174.0,0.0004701825962332151,0.031153844874484804,0
